customer_id,churn_probability,risk_level,retention_priority,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,actual_churn
4619-EVPHY,0.2014036923646927,LOW,MONITOR,20,91.0,1859.5,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
2277-DJJDL,0.4286361336708069,MEDIUM,ENGAGE,60,99.0,6017.9,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
2911-WDXMV,0.3100712299346924,MEDIUM,ENGAGE,18,80.55,1406.65,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
3639-XJHKQ,0.1935441642999649,LOW,MONITOR,19,60.6,1297.8,Month-to-month,DSL,Electronic check,No,Yes,Yes,No
8173-RXAYP,0.0054739112965762,LOW,MONITOR,24,19.7,452.55,Two year,No,Mailed check,No internet service,No internet service,No,No
4537-CIBHB,0.0254391618072986,LOW,MONITOR,9,20.25,172.35,One year,No,Mailed check,No internet service,No internet service,No,No
5442-BXVND,0.0556865632534027,LOW,MONITOR,33,24.25,838.5,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,No
2308-STERM,0.1963717341423034,LOW,MONITOR,2,19.4,61.05,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
7159-NOKYQ,0.0892852544784545,LOW,MONITOR,67,93.15,6368.2,Two year,Fiber optic,Electronic check,No,No,Yes,No
6075-QMNRR,0.1271312832832336,LOW,MONITOR,52,49.75,2535.55,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,No
3694-GLTJM,0.103156566619873,LOW,MONITOR,5,19.65,92.05,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
9629-NHXFW,0.488185703754425,MEDIUM,ENGAGE,1,19.4,19.4,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
7167-PCEYD,0.0063362312503159,LOW,MONITOR,67,19.8,1311.3,Two year,No,Mailed check,No internet service,No internet service,Yes,No
2748-MYRVK,0.0756778493523597,LOW,MONITOR,63,99.9,6137.0,One year,Fiber optic,Bank transfer (automatic),No,No,No,Yes
4223-WOZCM,0.6057875752449036,HIGH,URGENT,2,49.95,107.1,Month-to-month,DSL,Mailed check,No,No,No,No
6946-LMSQS,0.1869767308235168,LOW,MONITOR,25,89.05,2177.45,One year,Fiber optic,Electronic check,No,Yes,Yes,Yes
5469-NUJUR,0.0105902161449193,LOW,MONITOR,19,19.95,373.5,Two year,No,Mailed check,No internet service,No internet service,Yes,No
6388-TABGU,0.0145492265000939,LOW,MONITOR,62,56.15,3487.95,One year,DSL,Bank transfer (automatic),No,Yes,No,No
1261-FWTTE,0.4228053092956543,MEDIUM,ENGAGE,23,34.65,768.45,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,No
8590-YFFQO,0.0120317274704575,LOW,MONITOR,70,64.95,4523.25,Two year,DSL,Credit card (automatic),Yes,Yes,No,No
0082-OQIQY,0.3946537375450134,MEDIUM,ENGAGE,29,94.2,2607.6,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
9465-RWMXL,0.5358143448829651,MEDIUM,ENGAGE,32,78.9,2447.95,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
2930-UOTMB,0.0558166280388832,LOW,MONITOR,31,65.25,1994.3,Month-to-month,DSL,Credit card (automatic),Yes,Yes,No,Yes
9128-CPXKI,0.0852375850081443,LOW,MONITOR,59,95.8,5655.45,Two year,Fiber optic,Electronic check,No,No,No,No
0484-FFVBJ,0.135675847530365,LOW,MONITOR,32,64.85,2010.95,One year,DSL,Bank transfer (automatic),No,No,Yes,No
1100-DDVRV,0.4129676222801208,MEDIUM,ENGAGE,17,49.8,836.35,Month-to-month,DSL,Mailed check,No,No,Yes,No
9313-QOLTZ,0.0519500114023685,LOW,MONITOR,26,20.9,518.3,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
3338-CVVEH,0.7889578938484192,HIGH,URGENT,12,94.55,1173.55,Month-to-month,Fiber optic,Electronic check,No,No,No,No
1131-SUEKT,0.0762818455696106,LOW,MONITOR,61,98.45,6145.2,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
7602-DBTOU,0.0023348527029156,LOW,MONITOR,71,19.6,1416.5,Two year,No,Mailed check,No internet service,No internet service,No,No
1385-TQOZW,0.0778994932770729,LOW,MONITOR,9,20.45,147.55,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
6892-XPFPU,0.7481932044029236,HIGH,URGENT,24,104.25,2433.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
4115-NZRKS,0.6784068942070007,HIGH,URGENT,7,89.15,574.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
5514-YQENT,0.128714919090271,LOW,MONITOR,41,111.15,4507.15,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
6319-IEJWJ,0.5066536664962769,MEDIUM,ENGAGE,20,90.2,1776.55,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8849-AYPTR,0.3289910852909088,MEDIUM,ENGAGE,33,91.25,2964.05,Month-to-month,Fiber optic,Electronic check,No,No,No,No
5893-PYOLZ,0.0206875018775463,LOW,MONITOR,56,81.8,4534.45,Two year,DSL,Credit card (automatic),Yes,No,Yes,No
7180-PISOG,0.8563293218612671,HIGH,URGENT,1,74.5,74.5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
8443-ZRDBZ,0.7617722153663635,HIGH,URGENT,4,76.05,318.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9079-YEXQJ,0.2470847964286804,LOW,MONITOR,54,111.1,6014.85,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes
3780-YVMFA,0.3298863768577575,MEDIUM,ENGAGE,8,68.55,564.35,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
6968-MHOMU,0.2399698495864868,LOW,MONITOR,58,45.0,2689.35,One year,DSL,Credit card (automatic),No,No,Yes,No
0899-LIIBW,0.5027576684951782,MEDIUM,ENGAGE,34,100.85,3527.3,Month-to-month,Fiber optic,Electronic check,No,No,No,No
3677-IYRBF,0.8024808168411255,HIGH,URGENT,2,30.4,78.65,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
8393-DLHGA,0.6787209510803223,HIGH,URGENT,25,95.9,2448.75,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7691-XVTZH,0.0825304165482521,LOW,MONITOR,68,89.95,5974.3,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
5360-LJCNJ,0.3103225827217102,MEDIUM,ENGAGE,71,105.15,7555.0,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
3891-PUQOD,0.6906666159629822,HIGH,URGENT,1,59.2,59.2,Month-to-month,DSL,Electronic check,No,No,No,Yes
0952-KMEEH,0.6926789283752441,HIGH,URGENT,13,98.15,1230.25,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes
4919-IKATY,0.6183611154556274,HIGH,URGENT,5,84.5,453.75,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
9746-UGFAC,0.0416737981140613,LOW,MONITOR,22,20.85,450.65,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
9108-EQPNQ,0.0126576302573084,LOW,MONITOR,10,26.1,225.55,Two year,No,Credit card (automatic),No internet service,No internet service,No,No
0531-ZZJWQ,0.3729926645755768,MEDIUM,ENGAGE,55,74.0,4052.4,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
8763-KIAFH,0.0116867627948522,LOW,MONITOR,27,20.55,583.3,One year,No,Mailed check,No internet service,No internet service,Yes,No
5863-OOKCL,0.014414451085031,LOW,MONITOR,10,18.85,163.2,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
2958-NHPPS,0.0673641562461853,LOW,MONITOR,23,20.85,473.9,Month-to-month,No,Electronic check,No internet service,No internet service,No,No
9530-GRMJG,0.052623800933361,LOW,MONITOR,70,84.1,5979.7,Two year,DSL,Electronic check,Yes,No,Yes,No
1809-DMJHQ,0.2810450494289398,LOW,MONITOR,5,46.0,221.7,Month-to-month,DSL,Mailed check,No,No,No,Yes
0164-XAIRP,0.0092465709894895,LOW,MONITOR,24,19.55,470.2,Two year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
2926-JEJJC,0.0341807901859283,LOW,MONITOR,8,20.2,140.95,One year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
1169-WCVAK,0.2430274039506912,LOW,MONITOR,19,88.8,1672.35,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
1217-VASWC,0.3361438810825348,MEDIUM,ENGAGE,43,100.55,4304.0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No
2452-KDRRH,0.457756370306015,MEDIUM,ENGAGE,67,101.4,6841.05,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
6402-EJMWF,0.399602860212326,MEDIUM,ENGAGE,4,55.3,238.5,Month-to-month,DSL,Mailed check,No,No,Yes,No
7663-CUXZB,0.0922593101859092,LOW,MONITOR,59,113.75,6561.25,Two year,Fiber optic,Electronic check,Yes,Yes,No,No
4312-KFRXN,0.001041478710249,LOW,MONITOR,72,25.4,1710.9,Two year,No,Mailed check,No internet service,No internet service,No,No
3011-WQKSZ,0.1623455882072448,LOW,MONITOR,19,20.0,377.55,Month-to-month,No,Electronic check,No internet service,No internet service,Yes,No
9747-DDZOS,0.6919077038764954,HIGH,URGENT,1,73.5,73.5,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,Yes
2091-MJTFX,0.07223841547966,LOW,MONITOR,30,51.2,1561.5,Month-to-month,DSL,Credit card (automatic),Yes,No,No,Yes
0388-EOPEX,0.5006989240646362,MEDIUM,ENGAGE,2,74.4,139.4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes
3161-ONRWK,0.0105348648503422,LOW,MONITOR,60,65.85,3928.3,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
2587-EKXTS,0.3226395547389984,MEDIUM,ENGAGE,44,111.5,4915.15,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
9752-ZNQUT,0.5912986993789673,MEDIUM,ENGAGE,1,48.6,48.6,Month-to-month,DSL,Electronic check,No,No,Yes,No
9572-WUKSB,0.4808667004108429,MEDIUM,ENGAGE,3,29.9,92.25,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
3836-FZSDJ,0.0039325593970716,LOW,MONITOR,71,24.85,1901.0,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
8805-JNRAZ,0.3805484771728515,MEDIUM,ENGAGE,2,49.2,103.7,Month-to-month,DSL,Mailed check,No,No,No,No
3069-SSVSN,0.1443961709737777,LOW,MONITOR,1,25.85,25.85,One year,DSL,Mailed check,No,No,No,No
8015-IHCGW,0.0114039871841669,LOW,MONITOR,72,115.5,8425.15,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No
8132-YPVBX,0.7180435061454773,HIGH,URGENT,6,85.95,514.6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No
0235-KGSLC,0.8178424835205078,HIGH,URGENT,1,85.55,85.55,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
1302-UHBDD,0.4483252167701721,MEDIUM,ENGAGE,20,89.95,1648.45,Month-to-month,Fiber optic,Electronic check,No,No,No,No
3722-WPXTK,0.8443988561630249,HIGH,URGENT,1,88.35,88.35,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
7531-GQHME,0.0618980936706066,LOW,MONITOR,12,20.05,265.45,Month-to-month,No,Credit card (automatic),No internet service,No internet service,No,No
1335-NTIUC,0.5327776074409485,MEDIUM,ENGAGE,9,24.95,190.25,Month-to-month,DSL,Electronic check,No,No,Yes,No
9367-TCUYN,0.1237776577472686,LOW,MONITOR,12,20.1,223.6,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
1536-HBSWP,0.3527823984622955,MEDIUM,ENGAGE,1,49.9,49.9,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
8573-JGCZW,0.0468545295298099,LOW,MONITOR,17,19.65,351.55,One year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
2694-CIUMO,0.5680508017539978,MEDIUM,ENGAGE,12,79.55,958.25,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No
2027-FECZV,0.6435181498527527,HIGH,URGENT,12,106.7,1253.9,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9103-TCIHJ,0.1883376985788345,LOW,MONITOR,15,55.7,899.8,Month-to-month,DSL,Mailed check,No,Yes,Yes,Yes
1545-JFUML,0.0185726471245288,LOW,MONITOR,71,99.0,6994.6,Two year,Fiber optic,Electronic check,No,Yes,Yes,No
0524-IAVZO,0.6259885430335999,HIGH,URGENT,30,85.0,2624.25,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5519-TEEUH,0.0272224359214305,LOW,MONITOR,33,20.15,682.15,One year,No,Mailed check,No internet service,No internet service,Yes,No
6654-QGBZZ,0.4169750809669494,MEDIUM,ENGAGE,1,19.9,19.9,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
2294-DMMUS,0.1080279201269149,LOW,MONITOR,62,70.45,4300.45,Month-to-month,DSL,Credit card (automatic),No,No,Yes,No
0017-IUDMW,0.0094597628340125,LOW,MONITOR,72,116.8,8456.75,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
5018-LXQQG,0.0797525718808174,LOW,MONITOR,30,66.3,1923.5,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No
5808-TOTXO,0.0438240319490432,LOW,MONITOR,3,20.55,57.4,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
1174-FGIFN,0.2084490209817886,LOW,MONITOR,28,90.45,2509.25,One year,Fiber optic,Electronic check,Yes,No,Yes,No
0730-KOAVE,0.4012045562267303,MEDIUM,ENGAGE,30,94.3,2679.7,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No
1218-VKFPE,0.0140791861340403,LOW,MONITOR,12,19.0,233.55,Month-to-month,No,Mailed check,No internet service,No internet service,No,Yes
5313-FPXWG,0.0329206138849258,LOW,MONITOR,51,24.6,1266.4,One year,No,Bank transfer (automatic),No internet service,No internet service,Yes,No
2834-JKOOW,0.0643427148461341,LOW,MONITOR,15,45.9,693.45,One year,DSL,Mailed check,Yes,Yes,No,No
9430-NKQLY,0.0012011914514005,LOW,MONITOR,72,25.1,1790.8,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
0363-QJVFX,0.2094402313232422,LOW,MONITOR,32,108.15,3432.9,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes
1658-TJVOA,0.4916832447052002,MEDIUM,ENGAGE,6,74.1,450.9,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
6685-GBWJZ,0.0318086445331573,LOW,MONITOR,63,70.8,4448.8,One year,DSL,Credit card (automatic),Yes,Yes,No,No
6328-ZPBGN,0.6851805448532104,HIGH,URGENT,11,95.15,997.65,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
4003-FUSHP,0.1640014946460724,LOW,MONITOR,19,61.55,1093.2,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,No
7690-KPNCU,0.0821126103401184,LOW,MONITOR,64,73.05,4688.65,One year,DSL,Credit card (automatic),No,Yes,Yes,No
2969-WGHQO,0.0822215229272842,LOW,MONITOR,7,69.45,477.05,One year,DSL,Electronic check,No,Yes,No,No
1855-CFULU,0.159802496433258,LOW,MONITOR,4,20.05,91.45,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
9788-YTFGE,0.1103569865226745,LOW,MONITOR,7,19.95,147.5,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,No
8266-VBFQL,0.5883601307868958,MEDIUM,ENGAGE,4,90.4,356.65,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
2325-NBPZG,0.4893803894519806,MEDIUM,ENGAGE,3,74.55,233.65,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No
9906-NHHVC,0.0435502491891384,LOW,MONITOR,65,53.5,3517.9,Two year,DSL,Bank transfer (automatic),No,No,Yes,No
2541-YGPKE,0.0895557925105094,LOW,MONITOR,42,63.7,2763.35,One year,DSL,Credit card (automatic),Yes,Yes,No,No
5049-MUBWG,0.0585672706365585,LOW,MONITOR,26,75.0,1908.35,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No
2332-TODQS,0.0387853011488914,LOW,MONITOR,48,25.05,1171.5,One year,No,Credit card (automatic),No internet service,No internet service,No,No
4419-UJMUS,0.129994511604309,LOW,MONITOR,69,99.35,6856.45,Two year,Fiber optic,Electronic check,Yes,No,Yes,No
2233-TXSIU,0.0606336630880832,LOW,MONITOR,17,44.45,792.15,One year,DSL,Credit card (automatic),No,Yes,No,No
6770-XUAGN,0.5391339659690857,MEDIUM,ENGAGE,1,21.0,21.0,Month-to-month,No,Electronic check,No internet service,No internet service,Yes,Yes
2919-HBCJO,0.5839616656303406,MEDIUM,ENGAGE,4,76.65,333.6,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
9508-ILZDG,0.4562861919403076,MEDIUM,ENGAGE,34,96.35,3190.25,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
5442-BHQNG,0.5060715675354004,MEDIUM,ENGAGE,2,70.35,139.25,Month-to-month,Fiber optic,Electronic check,No,No,No,No
7250-EQKIY,0.473552942276001,MEDIUM,ENGAGE,1,50.45,50.45,Month-to-month,DSL,Mailed check,No,No,No,Yes
6838-HVLXG,0.0659861266613006,LOW,MONITOR,12,20.3,246.7,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
9767-FFLEM,0.2822521328926086,LOW,MONITOR,38,69.5,2625.25,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No
2245-ADZFJ,0.0290159098803997,LOW,MONITOR,31,80.55,2471.6,Two year,DSL,Bank transfer (automatic),Yes,No,No,No
1150-WFARN,0.1758663356304168,LOW,MONITOR,67,108.75,7156.2,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes
9054-FOWNV,0.5868120789527893,MEDIUM,ENGAGE,22,88.75,1885.15,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No
7997-EASSD,0.0365175828337669,LOW,MONITOR,63,81.2,4965.1,One year,Fiber optic,Credit card (automatic),Yes,No,Yes,No
7560-QJAVJ,0.0385243445634841,LOW,MONITOR,70,79.6,5589.45,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No
2668-TZSPS,0.2446228265762329,LOW,MONITOR,1,20.45,20.45,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
9139-WQQDY,0.1117248013615608,LOW,MONITOR,49,100.45,4941.8,One year,Fiber optic,Mailed check,No,No,No,Yes
6726-NNFWD,0.0277495607733726,LOW,MONITOR,71,89.45,6435.25,Two year,Fiber optic,Credit card (automatic),No,No,No,No
9330-DHBFL,0.0342787764966487,LOW,MONITOR,23,66.25,1533.8,One year,DSL,Mailed check,Yes,Yes,Yes,No
5727-MYATE,0.0015458945417776,LOW,MONITOR,72,90.8,6397.6,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No
2824-DXNKN,0.0087167229503393,LOW,MONITOR,72,71.45,5025.85,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,No
6166-ILMNY,0.4596269726753235,MEDIUM,ENGAGE,2,69.75,144.55,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,Yes
5236-XMZJY,0.1544869989156723,LOW,MONITOR,42,59.65,2536.55,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No
1709-EJDOX,0.0094590215012431,LOW,MONITOR,47,19.75,948.9,Two year,No,Mailed check,No internet service,No internet service,No,No
4962-CHQPW,0.0137337865307927,LOW,MONITOR,29,19.85,535.05,One year,No,Mailed check,No internet service,No internet service,No,No
0301-FIDRB,0.0037872509565204,LOW,MONITOR,72,63.8,4684.3,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No
1820-TQVEV,0.8808337450027466,HIGH,URGENT,1,69.55,69.55,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
9115-YQHGA,0.1147270277142524,LOW,MONITOR,40,51.1,2092.9,Month-to-month,DSL,Electronic check,Yes,No,Yes,No
1541-ETJZO,0.3655674159526825,MEDIUM,ENGAGE,1,62.05,62.05,Month-to-month,DSL,Mailed check,Yes,No,No,Yes
6230-BSUXY,0.8693547248840332,HIGH,URGENT,1,85.0,85.0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
6797-LNAQX,0.0623066835105419,LOW,MONITOR,70,98.3,6859.5,Two year,Fiber optic,Bank transfer (automatic),No,No,No,Yes
9588-YRFHY,0.0066676107235252,LOW,MONITOR,49,19.9,1022.6,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
1092-GANHU,0.3575444519519806,MEDIUM,ENGAGE,17,76.65,1313.55,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
5951-AOFIH,0.1269087195396423,LOW,MONITOR,33,66.4,2245.4,Month-to-month,DSL,Credit card (automatic),No,No,Yes,No
7029-RPUAV,0.5655182600021362,MEDIUM,ENGAGE,17,100.45,1622.45,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes
4700-UBQMV,0.1072306483983993,LOW,MONITOR,21,75.9,1549.75,One year,DSL,Bank transfer (automatic),No,Yes,Yes,No
3594-UVONA,0.1274088472127914,LOW,MONITOR,35,85.95,3110.1,One year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes
7750-EYXWZ,0.1580797582864761,LOW,MONITOR,12,60.65,743.3,One year,DSL,Electronic check,Yes,No,No,No
7054-ENNGU,0.1378199011087417,LOW,MONITOR,9,50.85,466.6,Month-to-month,DSL,Mailed check,No,No,No,No
0402-OAMEN,0.0010519049828872,LOW,MONITOR,72,24.45,1709.1,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,No
2195-VVRJF,0.1685435771942138,LOW,MONITOR,18,59.1,1011.05,Month-to-month,DSL,Credit card (automatic),No,Yes,Yes,No
8819-ZBYNA,0.2791418135166168,LOW,MONITOR,58,109.1,6393.65,Two year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No
7748-UMTRK,0.5209705829620361,MEDIUM,ENGAGE,30,101.3,2974.5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
1741-WTPON,0.0271019991487264,LOW,MONITOR,56,115.85,6567.9,Two year,Fiber optic,Mailed check,Yes,Yes,No,No
7209-JCUDS,0.800169050693512,HIGH,URGENT,10,94.9,1048.85,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
2485-ITVKB,0.7702628970146179,HIGH,URGENT,2,35.1,68.75,Month-to-month,DSL,Electronic check,No,No,Yes,Yes
9648-BCHKM,0.0111316824331879,LOW,MONITOR,18,24.65,471.35,Two year,No,Credit card (automatic),No internet service,No internet service,Yes,No
0743-HRVFF,0.145504429936409,LOW,MONITOR,51,56.15,2898.95,One year,DSL,Electronic check,Yes,No,Yes,No
2522-AHJXR,0.1117058023810386,LOW,MONITOR,60,109.45,6572.85,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No
9143-CANJF,0.109224833548069,LOW,MONITOR,24,55.15,1319.85,Month-to-month,DSL,Electronic check,Yes,Yes,No,No
1444-VVSGW,0.1708391010761261,LOW,MONITOR,70,115.65,7968.85,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes
6898-MDLZW,0.1486572623252868,LOW,MONITOR,12,53.75,648.65,Month-to-month,DSL,Mailed check,Yes,No,Yes,No
0074-HDKDG,0.0407945252954959,LOW,MONITOR,25,61.6,1611.0,One year,DSL,Bank transfer (automatic),No,Yes,Yes,No
3982-JGSFD,0.022421296685934,LOW,MONITOR,36,20.35,695.85,One year,No,Credit card (automatic),No internet service,No internet service,Yes,No
7928-VJYAB,0.3474543392658233,MEDIUM,ENGAGE,11,90.6,1020.2,Month-to-month,Fiber optic,Electronic check,No,No,No,No
1522-VVDMG,0.6269772052764893,HIGH,URGENT,7,89.75,608.8,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes
2665-NPTGL,0.5644702911376953,MEDIUM,ENGAGE,26,98.1,2510.7,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,No
8728-SKJLR,0.3543227910995483,MEDIUM,ENGAGE,41,74.25,3089.1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No
7733-UDMTP,0.3833678960800171,MEDIUM,ENGAGE,57,55.0,3094.05,Month-to-month,DSL,Electronic check,No,No,Yes,No
0431-APWVY,0.2115445137023925,LOW,MONITOR,28,90.1,2598.95,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes
5081-NWSUP,0.1584292203187942,LOW,MONITOR,10,64.9,685.55,One year,DSL,Mailed check,Yes,No,No,No
2746-DIJLO,0.1162558868527412,LOW,MONITOR,41,56.3,2364.0,One year,DSL,Credit card (automatic),No,No,Yes,No
7277-OZCGZ,0.2758927941322326,LOW,MONITOR,22,89.05,1886.25,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No
5236-PERKL,0.0799363404512405,LOW,MONITOR,57,112.95,6465.0,Two year,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes
2788-CJQAQ,0.028471952304244,LOW,MONITOR,13,19.45,270.2,One year,No,Mailed check,No internet service,No internet service,No,No
3096-WPXBT,0.0903236344456672,LOW,MONITOR,61,100.7,6018.65,One year,Fiber optic,Credit card (automatic),No,Yes,Yes,No
9962-BFPDU,0.4345732033252716,MEDIUM,ENGAGE,1,20.05,20.05,Month-to-month,No,Mailed check,No internet service,No internet service,No,No
2892-GESUL,0.0167676750570535,LOW,MONITOR,18,19.35,309.25,Two year,No,Mailed check,No internet service,No internet service,No,No
9741-YLNTD,0.7047080993652344,HIGH,URGENT,6,87.95,522.35,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No
1205-WNWPJ,0.2418293356895446,LOW,MONITOR,7,59.5,415.95,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes
3173-NVMPX,0.3209587335586548,MEDIUM,ENGAGE,9,55.3,501.2,Month-to-month,DSL,Mailed check,No,No,Yes,No
9661-MHUMO,0.401272177696228,MEDIUM,ENGAGE,1,49.25,49.25,Month-to-month,DSL,Credit card (automatic),Yes,No,Yes,Yes
6000-APYLU,0.6090626120567322,HIGH,URGENT,9,80.8,713.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes
0048-PIHNL,0.0155095886439085,LOW,MONITOR,49,20.45,900.9,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
9420-LOJKX,0.7478093504905701,HIGH,URGENT,15,99.1,1426.4,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes
7061-OVMIM,0.0294904522597789,LOW,MONITOR,30,19.55,608.5,One year,No,Bank transfer (automatic),No internet service,No internet service,No,No
5671-RQRLP,0.1539641469717025,LOW,MONITOR,70,75.65,5411.4,Two year,Fiber optic,Credit card (automatic),No,No,Yes,No
5129-JLPIS,0.6721816062927246,HIGH,URGENT,25,105.5,2686.05,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No
5170-PTRKA,0.016435083001852,LOW,MONITOR,49,35.8,1782.0,One year,DSL,Credit card (automatic),Yes,Yes,Yes,No
4819-HJPIW,0.1990300565958023,LOW,MONITOR,18,25.15,476.8,Month-to-month,DSL,Mailed check,No,No,No,No
8780-RSYYU,0.035099696367979,LOW,MONITOR,25,19.2,532.1,Month-to-month,No,Credit card (automatic),No internet service,No internet service,Yes,No
