customer_id,churn_probability,risk_level,retention_priority
2041-JIJCI,0.5483971238136292,MEDIUM,ENGAGE
1555-HAPSU,0.003973109647631645,LOW,MONITOR
4323-SADQS,0.26319146156311035,LOW,MONITOR
3292-PBZEJ,0.7750110626220703,HIGH,URGENT
6203-HBZPA,0.011004059575498104,LOW,MONITOR
9755-JHNMN,0.0184220839291811,LOW,MONITOR
7369-TRPFD,0.004756319336593151,LOW,MONITOR
9878-TNQGW,0.6771000027656555,HIGH,URGENT
2279-AXJJK,0.23615561425685883,LOW,MONITOR
5016-IBERQ,0.4396388530731201,MEDIUM,ENGAGE
1016-DJTSV,0.5368213653564453,MEDIUM,ENGAGE
8433-WPJTV,0.13828720152378082,LOW,MONITOR
8903-XEBGX,0.6300159692764282,HIGH,URGENT
2632-TACXW,0.012418233789503574,LOW,MONITOR
7952-OBOYL,0.7199952006340027,HIGH,URGENT
1470-PSXNM,0.17304812371730804,LOW,MONITOR
6227-HWPWX,0.18698455393314362,LOW,MONITOR
5924-SNGKP,0.014231620356440544,LOW,MONITOR
8818-DOPVL,0.5501582026481628,MEDIUM,ENGAGE
4521-WFJAI,0.01844719611108303,LOW,MONITOR
4724-WXVWF,0.23545771837234497,LOW,MONITOR
3717-OEAUQ,0.47603610157966614,MEDIUM,ENGAGE
8165-ZJRNM,0.002430954482406378,LOW,MONITOR
7838-LAZFO,0.0767582505941391,LOW,MONITOR
0513-RBGPE,0.022526875138282776,LOW,MONITOR
7251-XFOIL,0.11112044006586075,LOW,MONITOR
2525-GVKQU,0.015444987453520298,LOW,MONITOR
7579-OOPEC,0.4713049530982971,MEDIUM,ENGAGE
3795-GWTRD,0.014300810173153877,LOW,MONITOR
4750-ZRXIU,0.8538305163383484,HIGH,URGENT
5445-PZWGX,0.09407845139503479,LOW,MONITOR
0516-UXRMT,0.07269774377346039,LOW,MONITOR
0727-BNRLG,0.059028491377830505,LOW,MONITOR
3932-CMDTD,0.38918083906173706,MEDIUM,ENGAGE
1264-FUHCX,0.1319715827703476,LOW,MONITOR
6194-HBGQN,0.042101532220840454,LOW,MONITOR
4524-QCSSM,0.37016063928604126,MEDIUM,ENGAGE
4570-QHXHL,0.3563688099384308,MEDIUM,ENGAGE
2972-YDYUW,0.13072532415390015,LOW,MONITOR
2061-VVFST,0.08452843129634857,LOW,MONITOR
6874-SGLHU,0.27113068103790283,LOW,MONITOR
9844-FELAJ,0.18722356855869293,LOW,MONITOR
1902-XBTFB,0.5060303807258606,MEDIUM,ENGAGE
9039-RBEEE,0.13671040534973145,LOW,MONITOR
9369-XFEHK,0.41731902956962585,MEDIUM,ENGAGE
3680-CTHUH,0.19039009511470795,LOW,MONITOR
3679-XASPY,0.3690277338027954,MEDIUM,ENGAGE
9089-UOWJG,0.24094322323799133,LOW,MONITOR
1574-DYCWE,0.0124816270545125,LOW,MONITOR
9779-DPNEJ,0.47442105412483215,MEDIUM,ENGAGE
2967-MXRAV,0.016624243929982185,LOW,MONITOR
0327-WFZSY,0.22914685308933258,LOW,MONITOR
1731-TVIUK,0.8024675250053406,HIGH,URGENT
7666-WKRON,0.09028902649879456,LOW,MONITOR
3865-ZYKAD,0.233717679977417,LOW,MONITOR
1465-LNTLJ,0.1996653825044632,LOW,MONITOR
2696-RZVZW,0.005932317115366459,LOW,MONITOR
0685-MLYYM,0.5693531036376953,MEDIUM,ENGAGE
2778-OCLGR,0.3277626633644104,MEDIUM,ENGAGE
3982-XWFZQ,0.2573014795780182,LOW,MONITOR
4759-PXTAN,0.08897180110216141,LOW,MONITOR
1448-PWKYE,0.8418759107589722,HIGH,URGENT
8741-LQOBK,0.13885481655597687,LOW,MONITOR
8650-RHRKE,0.6230511665344238,HIGH,URGENT
7266-GSSJX,0.07456757128238678,LOW,MONITOR
1265-HVPZB,0.03290114179253578,LOW,MONITOR
9640-ZSLDC,0.11317054182291031,LOW,MONITOR
0988-JRWWP,0.5518218874931335,MEDIUM,ENGAGE
1926-QUZNN,0.0014583158772438765,LOW,MONITOR
9025-ZRPVR,0.05007411912083626,LOW,MONITOR
6527-PZFPV,0.024500716477632523,LOW,MONITOR
7460-ITWWP,0.29081442952156067,LOW,MONITOR
1530-ZTDOZ,0.1762210875749588,LOW,MONITOR
4785-FCIFB,0.008586309850215912,LOW,MONITOR
9717-QEBGU,0.598412036895752,MEDIUM,ENGAGE
0876-WDUUZ,0.7016802430152893,HIGH,URGENT
7881-EVUAD,0.5577644109725952,MEDIUM,ENGAGE
4002-BQWPQ,0.14188224077224731,LOW,MONITOR
6377-WHAOX,0.5259583592414856,MEDIUM,ENGAGE
5027-YOCXN,0.15056046843528748,LOW,MONITOR
8450-JOVAH,0.31119799613952637,MEDIUM,ENGAGE
6646-QVXLR,0.288534551858902,LOW,MONITOR
0254-KCJGT,0.0822485089302063,LOW,MONITOR
3442-ZHHCC,0.13544026017189026,LOW,MONITOR
9167-APMXZ,0.43878236413002014,MEDIUM,ENGAGE
0616-ATFGB,0.7673169374465942,HIGH,URGENT
7273-TEFQD,0.7669734358787537,HIGH,URGENT
8245-UMPYT,0.7250930070877075,HIGH,URGENT
6022-UGGSO,0.4984864592552185,MEDIUM,ENGAGE
6292-TOSSS,0.024798372760415077,LOW,MONITOR
5207-PLSTK,0.4808613955974579,MEDIUM,ENGAGE
3908-BLSYF,0.6560922861099243,HIGH,URGENT
4317-VTEOA,0.6302659511566162,HIGH,URGENT
0625-AFOHS,0.004692560527473688,LOW,MONITOR
4667-OHGKG,0.41751226782798767,MEDIUM,ENGAGE
2386-OWURY,0.20266416668891907,LOW,MONITOR
3780-DDGSE,0.15426306426525116,LOW,MONITOR
1047-RNXZV,0.008497861213982105,LOW,MONITOR
3926-YZVVX,0.04193916544318199,LOW,MONITOR
4742-TXUEX,0.0072354525327682495,LOW,MONITOR
8709-KRDVL,0.5035547614097595,MEDIUM,ENGAGE
0397-ZXWQF,0.004269205033779144,LOW,MONITOR
3910-MRQOY,0.0037909585516899824,LOW,MONITOR
2511-MORQY,0.068388432264328,LOW,MONITOR
4039-PIMHX,0.1325490027666092,LOW,MONITOR
8083-YTZES,0.7465620040893555,HIGH,URGENT
1346-PJWTK,0.07325221598148346,LOW,MONITOR
3750-YHRYO,0.01814367063343525,LOW,MONITOR
1236-WFCDV,0.42091605067253113,MEDIUM,ENGAGE
5949-HGVJL,0.12555505335330963,LOW,MONITOR
9112-WSNPU,0.5482454299926758,MEDIUM,ENGAGE
1360-JYXKQ,0.24535904824733734,LOW,MONITOR
3585-ISXZP,0.7040929198265076,HIGH,URGENT
8380-PEFPE,0.8071134686470032,HIGH,URGENT
9402-ROUMJ,0.12631413340568542,LOW,MONITOR
4335-UPJSI,0.005653034429997206,LOW,MONITOR
6096-EGVTU,0.014969401061534882,LOW,MONITOR
8988-ECPJR,0.45459070801734924,MEDIUM,ENGAGE
7677-SJJJK,0.02427714318037033,LOW,MONITOR
5850-BDWCY,0.07163824886083603,LOW,MONITOR
2025-JKFWI,0.7636417746543884,HIGH,URGENT
8028-PNXHQ,0.00581419887021184,LOW,MONITOR
8397-MVTAZ,0.6383891701698303,HIGH,URGENT
4445-ZJNMU,0.8830887079238892,HIGH,URGENT
3125-RAHBV,0.018591856583952904,LOW,MONITOR
6682-QJDGB,0.23570555448532104,LOW,MONITOR
8840-DQLGN,0.25109004974365234,LOW,MONITOR
6258-NGCNG,0.17499224841594696,LOW,MONITOR
5917-RYRMG,0.012820876203477383,LOW,MONITOR
7157-SMCFK,0.0277668759226799,LOW,MONITOR
0816-TSPHQ,0.08053968101739883,LOW,MONITOR
6766-HFKLA,0.06482312083244324,LOW,MONITOR
7067-KSAZT,0.2717907726764679,LOW,MONITOR
5155-AZQPB,0.05841398984193802,LOW,MONITOR
6890-PFRQX,0.14898039400577545,LOW,MONITOR
3508-VLHCZ,0.0038344936911016703,LOW,MONITOR
3649-JPUGY,0.0075343153439462185,LOW,MONITOR
9248-OJYKK,0.9132309556007385,HIGH,URGENT
7239-HZZCX,0.3197006583213806,MEDIUM,ENGAGE
9860-LISIZ,0.045973457396030426,LOW,MONITOR
6979-ZNSFF,0.7896766066551208,HIGH,URGENT
8938-UMKPI,0.5549919605255127,MEDIUM,ENGAGE
1820-DJFPH,0.002298454288393259,LOW,MONITOR
0732-OCQOC,0.017910994589328766,LOW,MONITOR
6776-TLWOI,0.13691826164722443,LOW,MONITOR
4940-KHCWD,0.009574363008141518,LOW,MONITOR
9057-SIHCH,0.877274751663208,HIGH,URGENT
9866-QEVEE,0.36971715092658997,MEDIUM,ENGAGE
5542-TBBWB,0.8565287590026855,HIGH,URGENT
4587-VVTOX,0.7848973274230957,HIGH,URGENT
6322-HRPFA,0.07004944235086441,LOW,MONITOR
6284-AHOOQ,0.3331843614578247,MEDIUM,ENGAGE
4530-NDRKU,0.01963750831782818,LOW,MONITOR
1751-NCDLI,0.7110633254051208,HIGH,URGENT
3893-JRNFS,0.13027985394001007,LOW,MONITOR
5857-XRECV,0.03707055747509003,LOW,MONITOR
3115-CZMZD,0.009442710317671299,LOW,MONITOR
4489-SNOJF,0.146865114569664,LOW,MONITOR
1051-GEJLJ,0.19780278205871582,LOW,MONITOR
3563-SVYLG,0.00842457264661789,LOW,MONITOR
4301-VVZKA,0.6317188143730164,HIGH,URGENT
9351-HXDMR,0.05089215189218521,LOW,MONITOR
5161-XEUVX,0.057004693895578384,LOW,MONITOR
3088-FVYWK,0.02510165423154831,LOW,MONITOR
9812-GHVRI,0.3393784165382385,MEDIUM,ENGAGE
1370-GGAWX,0.2280399650335312,LOW,MONITOR
6023-YEBUP,0.8780906200408936,HIGH,URGENT
9940-RHLFB,0.7323974370956421,HIGH,URGENT
4541-RMRLG,0.06139640882611275,LOW,MONITOR
2606-RMDHZ,0.42219075560569763,MEDIUM,ENGAGE
5575-TPIZQ,0.2515786588191986,LOW,MONITOR
9378-FXTIZ,0.10965222865343094,LOW,MONITOR
4631-OACRM,0.6430647373199463,HIGH,URGENT
8593-WHYHV,0.8513554334640503,HIGH,URGENT
1403-GYAFU,0.0031669167801737785,LOW,MONITOR
7641-TQFHN,0.04528660327196121,LOW,MONITOR
4237-CLSMM,0.10763721168041229,LOW,MONITOR
4360-PNRQB,0.2894021272659302,LOW,MONITOR
5334-AFQJB,0.0018133147386834025,LOW,MONITOR
9308-ANMVE,0.283938467502594,LOW,MONITOR
3530-VWVGU,0.09963670372962952,LOW,MONITOR
4674-HGNUA,0.00362227251753211,LOW,MONITOR
3030-YDNRM,0.7164721488952637,HIGH,URGENT
3642-BYHDO,0.004538459703326225,LOW,MONITOR
0440-UEDAI,0.10092677175998688,LOW,MONITOR
9819-FBNSV,0.34819984436035156,MEDIUM,ENGAGE
9289-LBQVU,0.05362560972571373,LOW,MONITOR
4468-YDOVK,0.2688749432563782,LOW,MONITOR
2001-EWBQU,0.13181395828723907,LOW,MONITOR
9992-UJOEL,0.5364401340484619,MEDIUM,ENGAGE
8409-WQJUX,0.12152444571256638,LOW,MONITOR
3077-RSNTJ,0.10482563823461533,LOW,MONITOR
6993-YCOBK,0.034501176327466965,LOW,MONITOR
4817-VYYWS,0.5366908311843872,MEDIUM,ENGAGE
4702-HDRKD,0.02014850080013275,LOW,MONITOR
3251-YMVWZ,0.09374111145734787,LOW,MONITOR
4190-MFLUW,0.26398539543151855,LOW,MONITOR
4678-DVQEO,0.462606281042099,MEDIUM,ENGAGE
4701-AHWMW,0.08587310463190079,LOW,MONITOR
2987-BJXIK,0.017820648849010468,LOW,MONITOR
1730-VFMWO,0.06593213975429535,LOW,MONITOR
1936-UAFEH,0.08145078271627426,LOW,MONITOR
5140-FOMCQ,0.24477532505989075,LOW,MONITOR
8778-LMWTJ,0.4680503010749817,MEDIUM,ENGAGE
9840-DVNDC,0.6087430119514465,HIGH,URGENT
8033-VCZGH,0.43093931674957275,MEDIUM,ENGAGE
8580-QVLOC,0.0018345480784773827,LOW,MONITOR
6128-AQBMT,0.502541720867157,MEDIUM,ENGAGE
6257-RJOHI,0.28361645340919495,LOW,MONITOR
1929-ZCBHE,0.04646392539143562,LOW,MONITOR
6242-SGYTS,0.06241239234805107,LOW,MONITOR
7010-ZMVBF,0.057857248932123184,LOW,MONITOR
3519-ZKXGG,0.7616066336631775,HIGH,URGENT
5666-MBJPT,0.009577605873346329,LOW,MONITOR
3313-QKNKB,0.15811412036418915,LOW,MONITOR
7581-EBBOU,0.03923611715435982,LOW,MONITOR
1784-BXEFA,0.07576503604650497,LOW,MONITOR
7492-TAFJD,0.020740440115332603,LOW,MONITOR
5213-TWWJU,0.23029890656471252,LOW,MONITOR
3312-ZWLGF,0.5010627508163452,MEDIUM,ENGAGE
2923-ARZLG,0.10088322311639786,LOW,MONITOR
7032-LMBHI,0.039077531546354294,LOW,MONITOR
8292-ITGYJ,0.017889317125082016,LOW,MONITOR
9107-UKCKY,0.14807957410812378,LOW,MONITOR
6848-HJTXY,0.01296208705753088,LOW,MONITOR
4184-VODJZ,0.09975425153970718,LOW,MONITOR
4846-WHAFZ,0.5510550737380981,MEDIUM,ENGAGE
8735-SDUFN,0.0014297575689852238,LOW,MONITOR
0839-JTCUD,0.018987493589520454,LOW,MONITOR
6857-VWJDT,0.8802632689476013,HIGH,URGENT
7363-QTBIW,0.6570319533348083,HIGH,URGENT
6158-HDPXZ,0.5324674844741821,MEDIUM,ENGAGE
5419-CONWX,0.8624112606048584,HIGH,URGENT
9286-DOJGF,0.3927578628063202,MEDIUM,ENGAGE
2408-PSJVE,0.06987318396568298,LOW,MONITOR
2087-QAREY,0.21204441785812378,LOW,MONITOR
6777-TGHTM,0.338320255279541,MEDIUM,ENGAGE
6507-ZJSUR,0.5025706887245178,MEDIUM,ENGAGE
5025-GOOKI,0.050876714289188385,LOW,MONITOR
6080-LNESI,0.020096957683563232,LOW,MONITOR
2236-HILPA,0.005458689294755459,LOW,MONITOR
1386-ZIKUV,0.051253993064165115,LOW,MONITOR
3365-SAIGS,0.506586492061615,MEDIUM,ENGAGE
6061-GWWAV,0.037668049335479736,LOW,MONITOR
9979-RGMZT,0.37332653999328613,MEDIUM,ENGAGE
8445-DNBAE,0.6075148582458496,HIGH,URGENT
6872-HXFNF,0.015834352001547813,LOW,MONITOR
1320-HTRDR,0.7380604147911072,HIGH,URGENT
3923-CSIHK,0.27992892265319824,LOW,MONITOR
2446-ZKVAF,0.1690417230129242,LOW,MONITOR
4640-UHDOS,0.2781251072883606,LOW,MONITOR
5457-COLHT,0.01973443105816841,LOW,MONITOR
2254-DLXRI,0.8781987428665161,HIGH,URGENT
5339-PXDVH,0.5107269883155823,MEDIUM,ENGAGE
2386-LAHRK,0.6283339262008667,HIGH,URGENT
5062-CJJKH,0.047924868762493134,LOW,MONITOR
8930-XOTDP,0.22485840320587158,LOW,MONITOR
4779-ZGICK,0.03272678330540657,LOW,MONITOR
9534-NSXEM,0.01146196573972702,LOW,MONITOR
3716-BDVDB,0.8808337450027466,HIGH,URGENT
9842-EFSYY,0.31895485520362854,MEDIUM,ENGAGE
9122-UMROB,0.2606678009033203,LOW,MONITOR
1867-BDVFH,0.6458084583282471,HIGH,URGENT
5949-EBSQK,0.217876598238945,LOW,MONITOR
4160-AMJTL,0.1465911716222763,LOW,MONITOR
8622-ZLFKO,0.8300462365150452,HIGH,URGENT
2990-IAJSV,0.0022204469423741102,LOW,MONITOR
6064-ZATLR,0.019233860075473785,LOW,MONITOR
7409-KIUTL,0.8253040909767151,HIGH,URGENT
5505-OVWQW,0.03333349525928497,LOW,MONITOR
3948-KXDUF,0.009141327813267708,LOW,MONITOR
9814-AOUDH,0.013314049690961838,LOW,MONITOR
7398-LXGYX,0.24744291603565216,LOW,MONITOR
5266-PFRQK,0.035967402160167694,LOW,MONITOR
1568-BEKZM,0.0328168123960495,LOW,MONITOR
2692-PFYTJ,0.2991550862789154,LOW,MONITOR
2533-QVMSK,0.06547011435031891,LOW,MONITOR
5828-AVIPD,0.34201955795288086,MEDIUM,ENGAGE
2907-ILJBN,0.02329208143055439,LOW,MONITOR
5226-NOZFC,0.485336035490036,MEDIUM,ENGAGE
7114-AEOZE,0.018225783482193947,LOW,MONITOR
2202-CUYXZ,0.8489853143692017,HIGH,URGENT
3466-RITXD,0.46870607137680054,MEDIUM,ENGAGE
7278-CKDNC,0.5335727334022522,MEDIUM,ENGAGE
1956-YIFGE,0.3286571502685547,MEDIUM,ENGAGE
0422-UXFAP,0.3057434558868408,MEDIUM,ENGAGE
3733-UOCWF,0.03457116335630417,LOW,MONITOR
7191-ADRGF,0.06564615666866302,LOW,MONITOR
5709-LVOEQ,0.04004969447851181,LOW,MONITOR
6034-YMTOB,0.4660184979438782,MEDIUM,ENGAGE
6372-RFVNS,0.8574746251106262,HIGH,URGENT
9052-DHNKM,0.058037374168634415,LOW,MONITOR
5609-IMCGG,0.37847602367401123,MEDIUM,ENGAGE
2959-MJHIC,0.7069984674453735,HIGH,URGENT
1319-YLZJG,0.49710893630981445,MEDIUM,ENGAGE
7623-TRNQN,0.3079434633255005,MEDIUM,ENGAGE
0377-JBKKT,0.08478119969367981,LOW,MONITOR
1936-CZAKF,0.06942840665578842,LOW,MONITOR
5063-IUOKK,0.007733671460300684,LOW,MONITOR
8646-JCOMS,0.06682898849248886,LOW,MONITOR
0979-MOZQI,0.02391047030687332,LOW,MONITOR
1525-LNLOJ,0.024457521736621857,LOW,MONITOR
5759-RCVCB,0.4936501681804657,MEDIUM,ENGAGE
9968-FFVVH,0.014024960808455944,LOW,MONITOR
2266-FUBDZ,0.012657576240599155,LOW,MONITOR
4760-THGOT,0.3298473358154297,MEDIUM,ENGAGE
2307-FYNNL,0.3647364675998688,MEDIUM,ENGAGE
1143-NMNQJ,0.8571532964706421,HIGH,URGENT
1629-DQQVB,0.140110582113266,LOW,MONITOR
3766-EJLFL,0.3545443117618561,MEDIUM,ENGAGE
8457-XIGKN,0.06058284640312195,LOW,MONITOR
4981-FLTMF,0.050330404192209244,LOW,MONITOR
7606-BPHHN,0.0006355143268592656,LOW,MONITOR
7005-CCBKV,0.7102603316307068,HIGH,URGENT
4648-YPBTM,0.02720513567328453,LOW,MONITOR
2325-ZUSFD,0.031332917511463165,LOW,MONITOR
1240-KNSEZ,0.5811033248901367,MEDIUM,ENGAGE
0430-IHCDJ,0.5186527967453003,MEDIUM,ENGAGE
7957-RYHQD,0.32483503222465515,MEDIUM,ENGAGE
6164-HAQTX,0.010206375271081924,LOW,MONITOR
0749-IRGQE,0.5910097360610962,MEDIUM,ENGAGE
1227-UDMZR,0.002290022559463978,LOW,MONITOR
5473-KHBPS,0.09324712306261063,LOW,MONITOR
5297-MDOIR,0.024321600794792175,LOW,MONITOR
8873-TMKGR,0.0027792593464255333,LOW,MONITOR
6481-ESCNL,0.3504445552825928,MEDIUM,ENGAGE
0463-WZZKO,0.1120305135846138,LOW,MONITOR
1038-RQOST,0.05335044488310814,LOW,MONITOR
4937-QPZPO,0.3520592749118805,MEDIUM,ENGAGE
3604-WLABM,0.27348843216896057,LOW,MONITOR
1360-XFJMR,0.15616470575332642,LOW,MONITOR
8717-VCTXJ,0.02010824903845787,LOW,MONITOR
5196-SGOAK,0.840762197971344,HIGH,URGENT
8739-XNIKG,0.8173704743385315,HIGH,URGENT
2320-TZRRH,0.03368280455470085,LOW,MONITOR
5186-SAMNZ,0.848962664604187,HIGH,URGENT
5760-FXFVO,0.49871549010276794,MEDIUM,ENGAGE
5380-WJKOV,0.580819845199585,MEDIUM,ENGAGE
4703-MQYKT,0.009137783199548721,LOW,MONITOR
2001-MCUUW,0.22937344014644623,LOW,MONITOR
4947-DSMXK,0.4014629125595093,MEDIUM,ENGAGE
0076-LVEPS,0.0633910521864891,LOW,MONITOR
5566-SOEZD,0.06015872582793236,LOW,MONITOR
7408-OFWXJ,0.0014412695309147239,LOW,MONITOR
1097-FSPVW,0.20305724442005157,LOW,MONITOR
4412-YLTKF,0.5086691975593567,MEDIUM,ENGAGE
0420-TXVSG,0.00936061143875122,LOW,MONITOR
7817-BOQPW,0.7425605654716492,HIGH,URGENT
0963-ZBDRN,0.4317440986633301,MEDIUM,ENGAGE
9685-WKZGT,0.7807386517524719,HIGH,URGENT
2139-FQHLM,0.3173409402370453,MEDIUM,ENGAGE
5825-XJOCM,0.04632988199591637,LOW,MONITOR
0004-TLHLJ,0.6051148772239685,HIGH,URGENT
7529-ZDFXI,0.3202115595340729,MEDIUM,ENGAGE
6848-YLDFR,0.07036277651786804,LOW,MONITOR
5820-PTRYM,0.03413006663322449,LOW,MONITOR
2984-RGEYA,0.009193741716444492,LOW,MONITOR
6434-TTGJP,0.010317707434296608,LOW,MONITOR
9643-AVVWI,0.6797124147415161,HIGH,URGENT
3506-OVLKD,0.03158203884959221,LOW,MONITOR
4946-EDSEW,0.05525663495063782,LOW,MONITOR
2924-KHUVI,0.35542526841163635,MEDIUM,ENGAGE
2263-SFSQZ,0.019688397645950317,LOW,MONITOR
5281-BUZGT,0.44407543540000916,MEDIUM,ENGAGE
3717-FDJFU,0.004792055115103722,LOW,MONITOR
2239-CFOUJ,0.04676361754536629,LOW,MONITOR
8699-ASUFO,0.7084311842918396,HIGH,URGENT
1122-YJBCS,0.022637665271759033,LOW,MONITOR
0628-CNQRM,0.0426604226231575,LOW,MONITOR
1705-GUHPV,0.009098762646317482,LOW,MONITOR
4877-TSOFF,0.048607248812913895,LOW,MONITOR
7404-JLKQG,0.42920124530792236,MEDIUM,ENGAGE
0379-DJQHR,0.05089123174548149,LOW,MONITOR
8993-PHFWD,0.5331750512123108,MEDIUM,ENGAGE
3930-ZGWVE,0.3197006583213806,MEDIUM,ENGAGE
1965-DDBWU,0.48676714301109314,MEDIUM,ENGAGE
7572-KPVKK,0.14377228915691376,LOW,MONITOR
6854-EXGSF,0.17356137931346893,LOW,MONITOR
9483-GCPWE,0.04001259058713913,LOW,MONITOR
8053-WWDRO,0.13717089593410492,LOW,MONITOR
9473-CBZOP,0.02357301488518715,LOW,MONITOR
3985-HOYPM,0.02545406110584736,LOW,MONITOR
8378-LKJAF,0.4443943500518799,MEDIUM,ENGAGE
1310-QRITU,0.3955088257789612,MEDIUM,ENGAGE
3237-AJGEH,0.2623860538005829,LOW,MONITOR
6542-LWGXJ,0.5358966588973999,MEDIUM,ENGAGE
6953-PBDIN,0.08814731985330582,LOW,MONITOR
6332-FBZRI,0.029611315578222275,LOW,MONITOR
9365-CSLBQ,0.0013809306547045708,LOW,MONITOR
3466-WAESX,0.2846221923828125,LOW,MONITOR
9700-ISPUP,0.2306053787469864,LOW,MONITOR
5167-ZFFMM,0.8452233076095581,HIGH,URGENT
7669-LCRSD,0.22606396675109863,LOW,MONITOR
0870-VEMYL,0.1905917078256607,LOW,MONITOR
2995-UPRYS,0.19046607613563538,LOW,MONITOR
3179-GBRWV,0.14216560125350952,LOW,MONITOR
0701-TJSEF,0.1374882012605667,LOW,MONITOR
1848-LBZHY,0.20796772837638855,LOW,MONITOR
5380-XPJNZ,0.02502705715596676,LOW,MONITOR
6608-QQLVK,0.6217872500419617,HIGH,URGENT
1475-VWVDO,0.5932491421699524,MEDIUM,ENGAGE
3721-CNEYS,0.619172990322113,HIGH,URGENT
4299-OPXEJ,0.039719950407743454,LOW,MONITOR
0096-BXERS,0.3845697045326233,MEDIUM,ENGAGE
3055-VTCGS,0.03685582056641579,LOW,MONITOR
9405-GPBBG,0.10604780912399292,LOW,MONITOR
6704-UTUKK,0.32502877712249756,MEDIUM,ENGAGE
9944-AEXBM,0.3560085594654083,MEDIUM,ENGAGE
2545-EBUPK,0.8778955340385437,HIGH,URGENT
6270-OMFIW,0.1562231332063675,LOW,MONITOR
1852-XEMDW,0.14602001011371613,LOW,MONITOR
8158-WPEZG,0.311974436044693,MEDIUM,ENGAGE
5198-EFNBM,0.10861830413341522,LOW,MONITOR
7663-RGWBC,0.542669951915741,MEDIUM,ENGAGE
3970-XGJDU,0.014087522402405739,LOW,MONITOR
6845-RGTYS,0.4041845202445984,MEDIUM,ENGAGE
0123-CRBRT,0.009779788553714752,LOW,MONITOR
6077-BDPXA,0.5983205437660217,MEDIUM,ENGAGE
2250-IVBWA,0.1277347207069397,LOW,MONITOR
6137-NICCO,0.8162636160850525,HIGH,URGENT
8129-GMVGI,0.019137360155582428,LOW,MONITOR
4353-HYOJD,0.06593208014965057,LOW,MONITOR
8671-KKKOS,0.2119796872138977,LOW,MONITOR
8080-DDEMJ,0.7078068256378174,HIGH,URGENT
6698-OXETB,0.005173630081117153,LOW,MONITOR
3312-UUMZW,0.49217113852500916,MEDIUM,ENGAGE
6376-GAHQE,0.6063604950904846,HIGH,URGENT
0733-VUNUW,0.10687386244535446,LOW,MONITOR
6733-LRIZX,0.24165068566799164,LOW,MONITOR
2165-VOEGB,0.12411117553710938,LOW,MONITOR
1853-UDXBW,0.8642604351043701,HIGH,URGENT
9070-BCKQP,0.006464702542871237,LOW,MONITOR
1035-IPQPU,0.36581215262413025,MEDIUM,ENGAGE
2057-ZBLPD,0.5766547918319702,MEDIUM,ENGAGE
6967-PEJLL,0.051167551428079605,LOW,MONITOR
7879-CGSFV,0.16391998529434204,LOW,MONITOR
2257-BOVXD,0.21976061165332794,LOW,MONITOR
9822-BIIGN,0.1586913764476776,LOW,MONITOR
1136-XGEQU,0.10952943563461304,LOW,MONITOR
2439-LYPMQ,0.5633826851844788,MEDIUM,ENGAGE
6543-XRMYR,0.5870958566665649,MEDIUM,ENGAGE
5753-QQWPW,0.057000383734703064,LOW,MONITOR
4785-QRJHC,0.17197905480861664,LOW,MONITOR
0052-YNYOT,0.01787201687693596,LOW,MONITOR
7054-LGEQW,0.48782578110694885,MEDIUM,ENGAGE
0608-JDVEC,0.014621816575527191,LOW,MONITOR
6284-KMNUF,0.22971275448799133,LOW,MONITOR
6286-SUUWT,0.3807021677494049,MEDIUM,ENGAGE
3594-KADLU,0.23021169006824493,LOW,MONITOR
0536-ACXIP,0.04070378094911575,LOW,MONITOR
8869-TORSS,0.0422377772629261,LOW,MONITOR
0373-AIVNJ,0.06304994225502014,LOW,MONITOR
6429-SHBCB,0.11132843047380447,LOW,MONITOR
5751-USDBL,0.013761942274868488,LOW,MONITOR
6815-ABQFQ,0.3075271546840668,MEDIUM,ENGAGE
9450-TRJUU,0.49174630641937256,MEDIUM,ENGAGE
2805-AUFQN,0.007971235550940037,LOW,MONITOR
7855-DIWPO,0.5009691119194031,MEDIUM,ENGAGE
0174-QRVVY,0.0024493003729730844,LOW,MONITOR
9507-EXLTT,0.863138735294342,HIGH,URGENT
8390-FESFV,0.012177224270999432,LOW,MONITOR
0661-KBKPA,0.12474621087312698,LOW,MONITOR
6856-RAURS,0.6774111390113831,HIGH,URGENT
7322-OCWHC,0.0024499844294041395,LOW,MONITOR
2203-GHNWN,0.3535696864128113,MEDIUM,ENGAGE
3413-CSSTH,0.15365441143512726,LOW,MONITOR
3006-XIMLN,0.8319339752197266,HIGH,URGENT
3750-CKVKH,0.6361236572265625,HIGH,URGENT
0576-WNXXC,0.48707452416419983,MEDIUM,ENGAGE
7056-IMHCC,0.6655171513557434,HIGH,URGENT
0866-QLSIR,0.03568126633763313,LOW,MONITOR
1628-BIZYP,0.8477659821510315,HIGH,URGENT
2230-XTUWL,0.008807865902781487,LOW,MONITOR
1980-KXVPM,0.6990676522254944,HIGH,URGENT
8619-IJNDK,0.004194558598101139,LOW,MONITOR
2960-NKRSO,0.28029143810272217,LOW,MONITOR
6705-LXORM,0.52370685338974,MEDIUM,ENGAGE
7130-VTEWQ,0.7383548617362976,HIGH,URGENT
9364-YKUVW,0.13145893812179565,LOW,MONITOR
2761-OCIAX,0.6021738052368164,HIGH,URGENT
7996-BPXHY,0.01358749158680439,LOW,MONITOR
4248-QPAVC,0.45022138953208923,MEDIUM,ENGAGE
